"ContentType","Id","Name","Rarity","Slot","ArtKey","Status","AssetPath","Source","Cell"
"Item","ACC_COMMON_2_AMULET","Амулет — Пыльная дорога","Common","Amulet","acc_common_2_amulet","DIRECT_ASSET","web/elyndor-web/src/assets/items/acc_common_2_amulet.webp","",""
"Item","ACC_COMMON_2_CLOAK","Плащ — Пыльная дорога","Common","Cloak","acc_common_2_cloak","DIRECT_ASSET","web/elyndor-web/src/assets/items/acc_common_2_cloak.webp","",""
"Item","ACC_COMMON_2_RING","Кольцо — Пыльная дорога","Common","Ring1","acc_common_2_ring","DIRECT_ASSET","web/elyndor-web/src/assets/items/acc_common_2_ring.webp","",""
"Item","ACC_UNCOMMON_6_AMULET","Амулет — Старый тракт","Uncommon","Amulet","acc_uncommon_6_amulet","DIRECT_ASSET","web/elyndor-web/src/assets/items/acc_uncommon_6_amulet.webp","",""
"Item","ACC_UNCOMMON_6_CLOAK","Плащ — Старый тракт","Uncommon","Cloak","acc_uncommon_6_cloak","DIRECT_ASSET","web/elyndor-web/src/assets/items/acc_uncommon_6_cloak.webp","",""
"Item","ACC_UNCOMMON_6_RING","Кольцо — Старый тракт","Uncommon","Ring1","acc_uncommon_6_ring","DIRECT_ASSET","web/elyndor-web/src/assets/items/acc_uncommon_6_ring.webp","",""
"Item","ARCHER_COMMON_WHISPER_TRACKER_QUIVER","Колчан Шепчущего Леса","Common","OffHand","archer_common_whisper_tracker_quiver","DIRECT_ASSET","web/elyndor-web/src/assets/items/archer_common_whisper_tracker_quiver.webp","",""
"Item","ARCHER_EPIC_MOONLEAF_SHADOW_QUIVER","Колчан Лунного Листа","Epic","OffHand","archer_epic_moonleaf_shadow_quiver","DIRECT_ASSET","web/elyndor-web/src/assets/items/archer_epic_moonleaf_shadow_quiver.webp","",""
"Item","ARCHER_LEGENDARY_BLACK_CONSTELLATION_QUIVER","Колчан Чёрного Созвездия","Legendary","OffHand","archer_legendary_black_constellation_quiver","DIRECT_ASSET","web/elyndor-web/src/assets/items/archer_legendary_black_constellation_quiver.webp","",""
"Item","ARCHER_LEGENDARY_STAR_HUNTER_QUIVER","Колчан Звёздного Зверобоя","Legendary","OffHand","archer_legendary_star_hunter_quiver","DIRECT_ASSET","web/elyndor-web/src/assets/items/archer_legendary_star_hunter_quiver.webp","",""
"Item","ARCHER_RARE_THORN_TRAIL_QUIVER","Колчан Тернового Следа","Rare","OffHand","archer_rare_thorn_trail_quiver","DIRECT_ASSET","web/elyndor-web/src/assets/items/archer_rare_thorn_trail_quiver.webp","",""
"Item","ARCHER_UNCOMMON_GREY_TRAIL_QUIVER","Колчан Серой Тропы","Uncommon","OffHand","archer_uncommon_grey_trail_quiver","DIRECT_ASSET","web/elyndor-web/src/assets/items/archer_uncommon_grey_trail_quiver.webp","",""
"Item","BLIGHTED_GROVE_RING","Кольцо Осквернённой чащи","Rare","Ring1","item-warrior-ring","DIRECT_ASSET","web/elyndor-web/src/assets/items/warrior/item-warrior-ring.png","",""
"Item","BROODMOTHER_FANG_CHARM","Клык Прародительницы","Epic","Amulet","item-warrior-amulet","DIRECT_ASSET","web/elyndor-web/src/assets/items/warrior/item-warrior-amulet.png","",""
"Item","CHERNOKAMENNAIA_SEKIRA","Чернокаменная секира","Epic","MainHand","chernokamennaia_sekira","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/chernokamennaia_sekira.webp","Предметы вне комплектов/Именные вещи открытого мира — поздний диапазон 30–40.png","0 (4x3)"
"Item","CHESHUICHATYI_PLASHCH_VASILISKA","Чешуйчатый плащ Василиска","Rare","Cloak","cheshuichatyi_plashch_vasiliska","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/cheshuichatyi_plashch_vasiliska.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","7 (5x4)"
"Item","DEEP_FOREST_CHARM","Оберег Глубокого леса","Rare","Amulet","item-warrior-amulet","DIRECT_ASSET","web/elyndor-web/src/assets/items/warrior/item-warrior-amulet.png","",""
"Item","DOZORNYI_LUK_STAROGO_TRAKTA","Дозорный лук Старого тракта","Rare","MainHand","dozornyi_luk_starogo_trakta","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/dozornyi_luk_starogo_trakta.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","10 (4x4)"
"Item","DUNGEON_MINES_ARCHER_GLOVES_EPIC","Перчатки Беззвучного Штрека","Epic","Hands","dungeon_mines_archer_gloves_epic","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_archer_gloves_epic.webp","",""
"Item","DUNGEON_MINES_ARCHER_LEGENDARY_BOW","Лук Подземного Созвездия","Legendary","MainHand","dungeon_mines_archer_legendary_bow","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_archer_legendary_bow.webp","",""
"Item","DUNGEON_MINES_ARCHER_LEGS_RARE","Поножи Каменного Следа","Rare","Legs","dungeon_mines_archer_legs_rare","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_archer_legs_rare.webp","",""
"Item","DUNGEON_MINES_MAGE_BOOTS_EPIC","Сапоги Рунного Шага","Epic","Feet","dungeon_mines_mage_boots_epic","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_mage_boots_epic.webp","",""
"Item","DUNGEON_MINES_MAGE_HOOD_RARE","Капюшон Эха Глубин","Rare","Head","dungeon_mines_mage_hood_rare","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_mage_hood_rare.webp","",""
"Item","DUNGEON_MINES_MAGE_LEGENDARY_STAFF","Сердце Глубинного Кристалла","Legendary","MainHand","dungeon_mines_mage_legendary_staff","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_mage_legendary_staff.webp","",""
"Item","DUNGEON_MINES_WARRIOR_GAUNTLETS_EPIC","Рукавицы Железного Забоя","Epic","Hands","dungeon_mines_warrior_gauntlets_epic","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_warrior_gauntlets_epic.webp","",""
"Item","DUNGEON_MINES_WARRIOR_HELM_RARE","Шлем Каменного Дозора","Rare","Head","dungeon_mines_warrior_helm_rare","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_warrior_helm_rare.webp","",""
"Item","DUNGEON_MINES_WARRIOR_LEGENDARY_SHIELD","Оплот Хранителя Глубин","Legendary","OffHand","dungeon_mines_warrior_legendary_shield","DIRECT_ASSET","web/elyndor-web/src/assets/items/dungeon_mines_warrior_legendary_shield.webp","",""
"Item","FONAR_UTONUVSHEGO_PALOMNIKA","Фонарь утонувшего паломника","Rare","OffHand","fonar_utonuvshego_palomnika","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/fonar_utonuvshego_palomnika.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","8 (5x4)"
"Item","KAPIUSHON_CHASHCHOBY","Капюшон чащобы","Uncommon","Head","kapiushon_chashchoby","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/kapiushon_chashchoby.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","7 (4x4)"
"Item","KAPIUSHON_TENEVOGO_BRAKONERA","Капюшон теневого браконьера","Rare","Head","kapiushon_tenevogo_brakonera","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/kapiushon_tenevogo_brakonera.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","1 (5x4)"
"Item","KIRASA_KAMNEGLOTA","Кираса камнеглота","Rare","Chest","kirasa_kamneglota","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/kirasa_kamneglota.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","14 (4x4)"
"Item","KIRASA_MATIOROGO_VOZHAKA","Кираса Матёрого Вожака","Rare","Chest","kirasa_matiorogo_vozhaka","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/kirasa_matiorogo_vozhaka.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","2 (5x4)"
"Item","KLINOK_PEPELNOGO_RYTSARIA","Клинок Пепельного рыцаря","Epic","MainHand","klinok_pepelnogo_rytsaria","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/klinok_pepelnogo_rytsaria.webp","Предметы вне комплектов/Именные вещи открытого мира — поздний диапазон 30–40.png","8 (4x3)"
"Item","KLINOK_PYLNOI_DOROGI","Клинок Пыльной дороги","Rare","MainHand","klinok_pylnoi_dorogi","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/klinok_pylnoi_dorogi.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","9 (4x4)"
"Item","KLYK_MATERI_TOPEI","Клык Матери топей","Epic","MainHand","klyk_materi_topei","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/klyk_materi_topei.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","9 (5x4)"
"Item","KLYK_MATIOROGO_VOZHAKA","Клык Матёрого Вожака","Uncommon","MainHand","klyk_matiorogo_vozhaka","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/klyk_matiorogo_vozhaka.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","0 (4x4)"
"Item","KOLTSO_KORNEVOI_ROSY","Кольцо корневой росы","Rare","Ring1","koltso_kornevoi_rosy","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/koltso_kornevoi_rosy.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","5 (4x4)"
"Item","KOPIO_PALACHA_GRANITSY","Копьё Палача границы","Rare","MainHand","kopio_palacha_granitsy","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/kopio_palacha_granitsy.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","3 (5x4)"
"Item","KORONA_CHUMNOGO_ZHRETSA","Корона чумного жреца","Epic","Head","korona_chumnogo_zhretsa","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/korona_chumnogo_zhretsa.webp","Предметы вне комплектов/Именные вещи открытого мира — поздний диапазон 30–40.png","5 (4x3)"
"Item","LUK_BASTIONNOGO_DOZORA","Лук Бастионного дозора","Epic","MainHand","luk_bastionnogo_dozora","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/luk_bastionnogo_dozora.webp","Предметы вне комплектов/Именные вещи открытого мира — поздний диапазон 30–40.png","9 (4x3)"
"Item","LUK_DVOINOGO_EKHA","Лук двойного эха","Epic","MainHand","luk_dvoinogo_ekha","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/luk_dvoinogo_ekha.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","15 (5x4)"
"Item","LUK_ZVONKOGO_KRYLA","Лук Звонкого Крыла","Uncommon","MainHand","luk_zvonkogo_kryla","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/luk_zvonkogo_kryla.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","3 (4x4)"
"Item","MAGE_COMMON_BLUE_CANDLE_FOCUS","Фокус Синей Свечи","Common","OffHand","mage_common_blue_candle_focus","DIRECT_ASSET","web/elyndor-web/src/assets/items/mage_common_blue_candle_focus.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_CHEST","Мантия Расколотой Звезды","Epic","Chest","mage_epic_shattered_star_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_chest.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_FEET","Сапоги Расколотой Звезды","Epic","Feet","mage_epic_shattered_star_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_feet.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_FOCUS","Фокус Расколотой Звезды","Epic","OffHand","mage_epic_shattered_star_focus","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_focus.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_HANDS","Перчатки Расколотой Звезды","Epic","Hands","mage_epic_shattered_star_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_hands.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_HEAD","Капюшон Расколотой Звезды","Epic","Head","mage_epic_shattered_star_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_head.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_LEGS","Поножи Расколотой Звезды","Epic","Legs","mage_epic_shattered_star_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_legs.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_SHOULDERS","Наплечники Расколотой Звезды","Epic","Shoulders","mage_epic_shattered_star_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_shoulders.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_STAFF","Посох Расколотой Звезды","Epic","MainHand","mage_epic_shattered_star_staff","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_staff.webp","",""
"Item","MAGE_EPIC_SHATTERED_STAR_WAND","Жезл Расколотой Звезды","Epic","MainHand","mage_epic_shattered_star_wand","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_epic_shattered_star_wand.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_CHEST","Мантия Затмённого Оракула","Legendary","Chest","mage_legendary_eclipsed_oracle_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_chest.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_FEET","Сапоги Затмённого Оракула","Legendary","Feet","mage_legendary_eclipsed_oracle_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_feet.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_FOCUS","Фокус Затмённого Оракула","Legendary","OffHand","mage_legendary_eclipsed_oracle_focus","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_focus.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_HANDS","Перчатки Затмённого Оракула","Legendary","Hands","mage_legendary_eclipsed_oracle_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_hands.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_HEAD","Капюшон Затмённого Оракула","Legendary","Head","mage_legendary_eclipsed_oracle_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_head.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_LEGS","Поножи Затмённого Оракула","Legendary","Legs","mage_legendary_eclipsed_oracle_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_legs.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_SHOULDERS","Наплечники Затмённого Оракула","Legendary","Shoulders","mage_legendary_eclipsed_oracle_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_shoulders.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_STAFF","Посох Затмённого Оракула","Legendary","MainHand","mage_legendary_eclipsed_oracle_staff","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_staff.webp","",""
"Item","MAGE_LEGENDARY_ECLIPSED_ORACLE_WAND","Жезл Затмённого Оракула","Legendary","MainHand","mage_legendary_eclipsed_oracle_wand","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_eclipsed_oracle_wand.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_CHEST","Мантия Безмолвного Архонта","Legendary","Chest","mage_legendary_silent_archon_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_chest.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_FEET","Сапоги Безмолвного Архонта","Legendary","Feet","mage_legendary_silent_archon_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_feet.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_FOCUS","Фокус Безмолвного Архонта","Legendary","OffHand","mage_legendary_silent_archon_focus","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_focus.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_HANDS","Перчатки Безмолвного Архонта","Legendary","Hands","mage_legendary_silent_archon_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_hands.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_HEAD","Капюшон Безмолвного Архонта","Legendary","Head","mage_legendary_silent_archon_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_head.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_LEGS","Поножи Безмолвного Архонта","Legendary","Legs","mage_legendary_silent_archon_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_legs.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_SHOULDERS","Наплечники Безмолвного Архонта","Legendary","Shoulders","mage_legendary_silent_archon_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_shoulders.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_STAFF","Посох Безмолвного Архонта","Legendary","MainHand","mage_legendary_silent_archon_staff","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_staff.webp","",""
"Item","MAGE_LEGENDARY_SILENT_ARCHON_WAND","Жезл Безмолвного Архонта","Legendary","MainHand","mage_legendary_silent_archon_wand","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_legendary_silent_archon_wand.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_CHEST","Мантия Трёх Стихий","Rare","Chest","mage_rare_three_elements_chest","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_chest.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_FEET","Сапоги Трёх Стихий","Rare","Feet","mage_rare_three_elements_feet","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_feet.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_FOCUS","Фокус Трёх Стихий","Rare","OffHand","mage_rare_three_elements_focus","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_focus.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_HANDS","Перчатки Трёх Стихий","Rare","Hands","mage_rare_three_elements_hands","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_hands.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_HEAD","Капюшон Трёх Стихий","Rare","Head","mage_rare_three_elements_head","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_head.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_LEGS","Поножи Трёх Стихий","Rare","Legs","mage_rare_three_elements_legs","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_legs.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_SHOULDERS","Наплечники Трёх Стихий","Rare","Shoulders","mage_rare_three_elements_shoulders","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_shoulders.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_STAFF","Посох Трёх Стихий","Rare","MainHand","mage_rare_three_elements_staff","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_staff.webp","",""
"Item","MAGE_RARE_THREE_ELEMENTS_WAND","Жезл Трёх Стихий","Rare","MainHand","mage_rare_three_elements_wand","DIRECT_ASSET","web/elyndor-web/src/assets/items/sets/mage_rare_three_elements_wand.webp","",""
"Item","MAGE_UNCOMMON_FORGOTTEN_RUNES_FOCUS","Фокус Забытого Ученика","Uncommon","OffHand","mage_uncommon_forgotten_runes_focus","DIRECT_ASSET","web/elyndor-web/src/assets/items/mage_uncommon_forgotten_runes_focus.webp","",""
"Item","MOLOT_KHOZIAINA_ZHIL","Молот Хозяина жил","Rare","MainHand","molot_khoziaina_zhil","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/molot_khoziaina_zhil.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","12 (4x4)"
"Item","NARUCHI_GOBLINSKOGO_KAPKANSHCHIKA","Наручи гоблинского капканщика","Uncommon","","naruchi_goblinskogo_kapkanshchika","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/naruchi_goblinskogo_kapkanshchika.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","8 (4x4)"
"Item","OSKOLOCHNYI_ZHEZL","Осколочный жезл","Rare","MainHand","oskolochnyi_zhezl","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/oskolochnyi_zhezl.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","12 (5x4)"
"Item","PAUCHII_OBEREG","Паучий оберег","Rare","Amulet","pauchii_obereg","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/pauchii_obereg.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","2 (4x4)"
"Item","PECHAT_KHRANITELIA_RASKOLA","Печать Хранителя раскола","Epic","Ring1","pechat_khranitelia_raskola","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/pechat_khranitelia_raskola.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","16 (5x4)"
"Item","PECHAT_PREDVESTNIKA","Печать Предвестника","Legendary","Ring1","pechat_predvestnika","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/pechat_predvestnika.webp","Предметы вне комплектов/Именные вещи открытого мира — поздний диапазон 30–40.png","11 (4x3)"
"Item","PEPELNYE_NAPLECHNIKI_DOZORNOGO","Пепельные наплечники дозорного","Rare","Shoulders","pepelnye_naplechniki_dozornogo","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/pepelnye_naplechniki_dozornogo.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","5 (5x4)"
"Item","PERCHATKI_TRAVNIKA","Перчатки травника","Uncommon","Hands","perchatki_travnika","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/perchatki_travnika.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","4 (4x4)"
"Item","PLASHCH_BRODIACHEGO_NAIOMNIKA","Плащ бродячего наёмника","Uncommon","Cloak","plashch_brodiachego_naiomnika","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/plashch_brodiachego_naiomnika.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","11 (4x4)"
"Item","PLASHCH_LESNOI_TROPY","Плащ лесной тропы","Uncommon","Cloak","plashch_lesnoi_tropy","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/plashch_lesnoi_tropy.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","1 (4x4)"
"Item","POSOKH_LESNOI_VEDMY","Посох Лесной ведьмы","Epic","MainHand","posokh_lesnoi_vedmy","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/posokh_lesnoi_vedmy.webp","Предметы вне комплектов/Именные вещи открытого мира — средний диапазон 15–29.png","0 (5x4)"
"Item","RANGER_FANG_CHARM","Амулет Следопыта","Uncommon","Amulet","ranger_fang_charm","DIRECT_ASSET","web/elyndor-web/src/assets/items/ranger_fang_charm.webp","",""
"Item","RECRUIT_HEAVY_CHEST","Кираса рекрута","Common","Chest","item-warrior-chestplate","DIRECT_ASSET","web/elyndor-web/src/assets/items/warrior/item-warrior-chestplate.png","",""
"Item","RECRUIT_IRON_SWORD","Железный меч рекрута","Common","MainHand","item-warrior-sword","DIRECT_ASSET","web/elyndor-web/src/assets/items/warrior/item-warrior-sword.png","",""
"Item","RECRUIT_WOODEN_SHIELD","Усиленный деревянный щит","Common","OffHand","item-warrior-shield","DIRECT_ASSET","web/elyndor-web/src/assets/items/warrior/item-warrior-shield.png","",""
"Item","RUNNYI_FONAR_SHTREKA","Рунный фонарь штрека","Rare","OffHand","runnyi_fonar_shtreka","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/runnyi_fonar_shtreka.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","13 (4x4)"
"Item","RUNNYI_NAGRUDNIK_PEREVALA","Рунный нагрудник перевала","Epic","Chest","runnyi_nagrudnik_perevala","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/runnyi_nagrudnik_perevala.webp","Предметы вне комплектов/Именные вещи открытого мира — поздний диапазон 30–40.png","3 (4x3)"
"Item","SEKIRA_CHASHCHOBY","Секира Чащобы","Rare","MainHand","sekira_chashchoby","DIRECT_ASSET","web/elyndor-web/src/assets/items/imported/sekira_chashchoby.webp","Предметы вне комплектов/Именные вещи открытого мира — ранний диапазон 1–16.png","6 (4x4)"
