"ContentType","Id","ArtKey","Source","Cell","Output"
"Item","SET_BLACK_BASTION_ARCHER_MARKSMANSHIP_WAIST","set_black_bastion_archer_marksmanship_waist","item set/Черный бастион/Наследие Безмолвной Стрелы.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_marksmanship_waist.webp"
"Item","SET_BLACK_BASTION_ARCHER_MARKSMANSHIP_WRIST","set_black_bastion_archer_marksmanship_wrist","item set/Черный бастион/Наследие Безмолвной Стрелы.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_marksmanship_wrist.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_CHEST","set_black_bastion_archer_survival_chest","item set/Черный бастион/Наследие Последнего Ловчего.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_chest.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_FEET","set_black_bastion_archer_survival_feet","item set/Черный бастион/Наследие Последнего Ловчего.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_feet.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_HANDS","set_black_bastion_archer_survival_hands","item set/Черный бастион/Наследие Последнего Ловчего.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_hands.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_HEAD","set_black_bastion_archer_survival_head","item set/Черный бастион/Наследие Последнего Ловчего.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_head.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_LEGS","set_black_bastion_archer_survival_legs","item set/Черный бастион/Наследие Последнего Ловчего.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_legs.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_SHOULDERS","set_black_bastion_archer_survival_shoulders","item set/Черный бастион/Наследие Последнего Ловчего.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_shoulders.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_WAIST","set_black_bastion_archer_survival_waist","item set/Черный бастион/Наследие Последнего Ловчего.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_waist.webp"
"Item","SET_BLACK_BASTION_ARCHER_SURVIVAL_WRIST","set_black_bastion_archer_survival_wrist","item set/Черный бастион/Наследие Последнего Ловчего.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_archer_survival_wrist.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_CHEST","set_black_bastion_mage_arcane_chest","item set/Черный бастион/Одеяния Затмённого Оракула.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_chest.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_FEET","set_black_bastion_mage_arcane_feet","item set/Черный бастион/Одеяния Затмённого Оракула.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_feet.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_HANDS","set_black_bastion_mage_arcane_hands","item set/Черный бастион/Одеяния Затмённого Оракула.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_hands.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_HEAD","set_black_bastion_mage_arcane_head","item set/Черный бастион/Одеяния Затмённого Оракула.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_head.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_LEGS","set_black_bastion_mage_arcane_legs","item set/Черный бастион/Одеяния Затмённого Оракула.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_legs.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_SHOULDERS","set_black_bastion_mage_arcane_shoulders","item set/Черный бастион/Одеяния Затмённого Оракула.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_shoulders.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_WAIST","set_black_bastion_mage_arcane_waist","item set/Черный бастион/Одеяния Затмённого Оракула.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_waist.webp"
"Item","SET_BLACK_BASTION_MAGE_ARCANE_WRIST","set_black_bastion_mage_arcane_wrist","item set/Черный бастион/Одеяния Затмённого Оракула.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_arcane_wrist.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_CHEST","set_black_bastion_mage_fire_chest","item set/Черный бастион/Одеяния Пепельной Звезды.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_chest.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_FEET","set_black_bastion_mage_fire_feet","item set/Черный бастион/Одеяния Пепельной Звезды.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_feet.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_HANDS","set_black_bastion_mage_fire_hands","item set/Черный бастион/Одеяния Пепельной Звезды.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_hands.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_HEAD","set_black_bastion_mage_fire_head","item set/Черный бастион/Одеяния Пепельной Звезды.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_head.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_LEGS","set_black_bastion_mage_fire_legs","item set/Черный бастион/Одеяния Пепельной Звезды.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_legs.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_SHOULDERS","set_black_bastion_mage_fire_shoulders","item set/Черный бастион/Одеяния Пепельной Звезды.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_shoulders.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_WAIST","set_black_bastion_mage_fire_waist","item set/Черный бастион/Одеяния Пепельной Звезды.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_waist.webp"
"Item","SET_BLACK_BASTION_MAGE_FIRE_WRIST","set_black_bastion_mage_fire_wrist","item set/Черный бастион/Одеяния Пепельной Звезды.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_fire_wrist.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_CHEST","set_black_bastion_mage_frost_chest","item set/Черный бастион/Покров Безмолвного Инея.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_chest.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_FEET","set_black_bastion_mage_frost_feet","item set/Черный бастион/Покров Безмолвного Инея.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_feet.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_HANDS","set_black_bastion_mage_frost_hands","item set/Черный бастион/Покров Безмолвного Инея.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_hands.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_HEAD","set_black_bastion_mage_frost_head","item set/Черный бастион/Покров Безмолвного Инея.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_head.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_LEGS","set_black_bastion_mage_frost_legs","item set/Черный бастион/Покров Безмолвного Инея.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_legs.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_SHOULDERS","set_black_bastion_mage_frost_shoulders","item set/Черный бастион/Покров Безмолвного Инея.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_shoulders.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_WAIST","set_black_bastion_mage_frost_waist","item set/Черный бастион/Покров Безмолвного Инея.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_waist.webp"
"Item","SET_BLACK_BASTION_MAGE_FROST_WRIST","set_black_bastion_mage_frost_wrist","item set/Черный бастион/Покров Безмолвного Инея.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_mage_frost_wrist.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_CHEST","set_black_bastion_paladin_holy_chest","item set/Черный бастион/Регалии Последнего Рассвета.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_chest.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_FEET","set_black_bastion_paladin_holy_feet","item set/Черный бастион/Регалии Последнего Рассвета.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_feet.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_HANDS","set_black_bastion_paladin_holy_hands","item set/Черный бастион/Регалии Последнего Рассвета.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_hands.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_HEAD","set_black_bastion_paladin_holy_head","item set/Черный бастион/Регалии Последнего Рассвета.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_head.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_LEGS","set_black_bastion_paladin_holy_legs","item set/Черный бастион/Регалии Последнего Рассвета.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_legs.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_SHOULDERS","set_black_bastion_paladin_holy_shoulders","item set/Черный бастион/Регалии Последнего Рассвета.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_shoulders.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_WAIST","set_black_bastion_paladin_holy_waist","item set/Черный бастион/Регалии Последнего Рассвета.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_waist.webp"
"Item","SET_BLACK_BASTION_PALADIN_HOLY_WRIST","set_black_bastion_paladin_holy_wrist","item set/Черный бастион/Регалии Последнего Рассвета.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_holy_wrist.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_CHEST","set_black_bastion_paladin_protection_chest","item set/Черный бастион/Оплот Первого Стража.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_chest.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_FEET","set_black_bastion_paladin_protection_feet","item set/Черный бастион/Оплот Первого Стража.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_feet.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_HANDS","set_black_bastion_paladin_protection_hands","item set/Черный бастион/Оплот Первого Стража.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_hands.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_HEAD","set_black_bastion_paladin_protection_head","item set/Черный бастион/Оплот Первого Стража.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_head.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_LEGS","set_black_bastion_paladin_protection_legs","item set/Черный бастион/Оплот Первого Стража.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_legs.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_SHOULDERS","set_black_bastion_paladin_protection_shoulders","item set/Черный бастион/Оплот Первого Стража.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_shoulders.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_WAIST","set_black_bastion_paladin_protection_waist","item set/Черный бастион/Оплот Первого Стража.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_waist.webp"
"Item","SET_BLACK_BASTION_PALADIN_PROTECTION_WRIST","set_black_bastion_paladin_protection_wrist","item set/Черный бастион/Оплот Первого Стража.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_protection_wrist.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_CHEST","set_black_bastion_paladin_retribution_chest","item set/Черный бастион/Латы Последнего Суда.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_chest.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_FEET","set_black_bastion_paladin_retribution_feet","item set/Черный бастион/Латы Последнего Суда.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_feet.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_HANDS","set_black_bastion_paladin_retribution_hands","item set/Черный бастион/Латы Последнего Суда.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_hands.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_HEAD","set_black_bastion_paladin_retribution_head","item set/Черный бастион/Латы Последнего Суда.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_head.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_LEGS","set_black_bastion_paladin_retribution_legs","item set/Черный бастион/Латы Последнего Суда.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_legs.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_SHOULDERS","set_black_bastion_paladin_retribution_shoulders","item set/Черный бастион/Латы Последнего Суда.png","1 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_shoulders.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_WAIST","set_black_bastion_paladin_retribution_waist","item set/Черный бастион/Латы Последнего Суда.png","5 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_waist.webp"
"Item","SET_BLACK_BASTION_PALADIN_RETRIBUTION_WRIST","set_black_bastion_paladin_retribution_wrist","item set/Черный бастион/Латы Последнего Суда.png","3 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_paladin_retribution_wrist.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_CHEST","set_black_bastion_warrior_berserker_chest","item set/Черный бастион/Наследие Багрового Крушителя.png","2 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_chest.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_FEET","set_black_bastion_warrior_berserker_feet","item set/Черный бастион/Наследие Багрового Крушителя.png","7 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_feet.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_HANDS","set_black_bastion_warrior_berserker_hands","item set/Черный бастион/Наследие Багрового Крушителя.png","4 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_hands.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_HEAD","set_black_bastion_warrior_berserker_head","item set/Черный бастион/Наследие Багрового Крушителя.png","0 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_head.webp"
"Item","SET_BLACK_BASTION_WARRIOR_BERSERKER_LEGS","set_black_bastion_warrior_berserker_legs","item set/Черный бастион/Наследие Багрового Крушителя.png","6 (4x2)","web/elyndor-web/src/assets/items/sets/set_black_bastion_warrior_berserker_legs.webp"
